sample_fp	plate	cycle	well	tile
/mnt/disks/pdac-main-1/projects/PDAC_OPS/nd2s/input_sbs/plate_1/c3/WellA1_PointA1_0069_ChannelDAPI_2x2,CY3,AF594,CY5,CY7_Seq0069.nd2	1	3	A1	69
/mnt/disks/pdac-main-1/projects/PDAC_OPS/nd2s/input_sbs/plate_1/c3/WellA1_PointA1_0070_ChannelDAPI_2x2,CY3,AF594,CY5,CY7_Seq0070.nd2	1	3	A1	70
/mnt/disks/pdac-main-1/projects/PDAC_OPS/nd2s/input_sbs/plate_1/c3/WellA1_PointA1_0071_ChannelDAPI_2x2,CY3,AF594,CY5,CY7_Seq0071.nd2	1	3	A1	71
/mnt/disks/pdac-main-1/projects/PDAC_OPS/nd2s/input_sbs/plate_1/c3/WellA1_PointA1_0072_ChannelDAPI_2x2,CY3,AF594,CY5,CY7_Seq0072.nd2	1	3	A1	72
/mnt/disks/pdac-main-1/projects/PDAC_OPS/nd2s/input_sbs/plate_1/c3/WellA1_PointA1_0073_ChannelDAPI_2x2,CY3,AF594,CY5,CY7_Seq0073.nd2	1	3	A1	73
/mnt/disks/pdac-main-1/projects/PDAC_OPS/nd2s/input_sbs/plate_1/c3/WellA1_PointA1_0074_ChannelDAPI_2x2,CY3,AF594,CY5,CY7_Seq0074.nd2	1	3	A1	74
/mnt/disks/pdac-main-1/projects/PDAC_OPS/nd2s/input_sbs/plate_1/c3/WellA1_PointA1_0075_ChannelDAPI_2x2,CY3,AF594,CY5,CY7_Seq0075.nd2	1	3	A1	75
/mnt/disks/pdac-main-1/projects/PDAC_OPS/nd2s/input_sbs/plate_1/c3/WellA1_PointA1_0076_ChannelDAPI_2x2,CY3,AF594,CY5,CY7_Seq0076.nd2	1	3	A1	76
/mnt/disks/pdac-main-1/projects/PDAC_OPS/nd2s/input_sbs/plate_1/c3/WellA1_PointA1_0077_ChannelDAPI_2x2,CY3,AF594,CY5,CY7_Seq0077.nd2	1	3	A1	77
/mnt/disks/pdac-main-1/projects/PDAC_OPS/nd2s/input_sbs/plate_1/c3/WellA1_PointA1_0078_ChannelDAPI_2x2,CY3,AF594,CY5,CY7_Seq0078.nd2	1	3	A1	78
/mnt/disks/pdac-main-1/projects/PDAC_OPS/nd2s/input_sbs/plate_1/c3/WellA1_PointA1_0079_ChannelDAPI_2x2,CY3,AF594,CY5,CY7_Seq0079.nd2	1	3	A1	79
/mnt/disks/pdac-main-1/projects/PDAC_OPS/nd2s/input_sbs/plate_1/c3/WellA1_PointA1_0080_ChannelDAPI_2x2,CY3,AF594,CY5,CY7_Seq0080.nd2	1	3	A1	80
/mnt/disks/pdac-main-1/projects/PDAC_OPS/nd2s/input_sbs/plate_1/c3/WellA1_PointA1_0081_ChannelDAPI_2x2,CY3,AF594,CY5,CY7_Seq0081.nd2	1	3	A1	81
/mnt/disks/pdac-main-1/projects/PDAC_OPS/nd2s/input_sbs/plate_1/c3/WellA1_PointA1_0082_ChannelDAPI_2x2,CY3,AF594,CY5,CY7_Seq0082.nd2	1	3	A1	82
/mnt/disks/pdac-main-1/projects/PDAC_OPS/nd2s/input_sbs/plate_1/c3/WellA1_PointA1_0083_ChannelDAPI_2x2,CY3,AF594,CY5,CY7_Seq0083.nd2	1	3	A1	83
/mnt/disks/pdac-main-1/projects/PDAC_OPS/nd2s/input_sbs/plate_1/c3/WellA1_PointA1_0084_ChannelDAPI_2x2,CY3,AF594,CY5,CY7_Seq0084.nd2	1	3	A1	84
/mnt/disks/pdac-main-1/projects/PDAC_OPS/nd2s/input_sbs/plate_1/c3/WellA1_PointA1_0085_ChannelDAPI_2x2,CY3,AF594,CY5,CY7_Seq0085.nd2	1	3	A1	85
/mnt/disks/pdac-main-1/projects/PDAC_OPS/nd2s/input_sbs/plate_1/c3/WellA1_PointA1_0086_ChannelDAPI_2x2,CY3,AF594,CY5,CY7_Seq0086.nd2	1	3	A1	86
/mnt/disks/pdac-main-1/projects/PDAC_OPS/nd2s/input_sbs/plate_1/c3/WellA1_PointA1_0087_ChannelDAPI_2x2,CY3,AF594,CY5,CY7_Seq0087.nd2	1	3	A1	87
/mnt/disks/pdac-main-1/projects/PDAC_OPS/nd2s/input_sbs/plate_1/c3/WellA1_PointA1_0088_ChannelDAPI_2x2,CY3,AF594,CY5,CY7_Seq0088.nd2	1	3	A1	88
/mnt/disks/pdac-main-1/projects/PDAC_OPS/nd2s/input_sbs/plate_1/c3/WellA1_PointA1_0089_ChannelDAPI_2x2,CY3,AF594,CY5,CY7_Seq0089.nd2	1	3	A1	89
/mnt/disks/pdac-main-1/projects/PDAC_OPS/nd2s/input_sbs/plate_1/c3/WellA1_PointA1_0090_ChannelDAPI_2x2,CY3,AF594,CY5,CY7_Seq0090.nd2	1	3	A1	90
/mnt/disks/pdac-main-1/projects/PDAC_OPS/nd2s/input_sbs/plate_1/c3/WellA1_PointA1_0091_ChannelDAPI_2x2,CY3,AF594,CY5,CY7_Seq0091.nd2	1	3	A1	91
/mnt/disks/pdac-main-1/projects/PDAC_OPS/nd2s/input_sbs/plate_1/c3/WellA1_PointA1_0092_ChannelDAPI_2x2,CY3,AF594,CY5,CY7_Seq0092.nd2	1	3	A1	92
/mnt/disks/pdac-main-1/projects/PDAC_OPS/nd2s/input_sbs/plate_1/c3/WellA1_PointA1_0093_ChannelDAPI_2x2,CY3,AF594,CY5,CY7_Seq0093.nd2	1	3	A1	93
/mnt/disks/pdac-main-1/projects/PDAC_OPS/nd2s/input_sbs/plate_1/c3/WellA1_PointA1_0094_ChannelDAPI_2x2,CY3,AF594,CY5,CY7_Seq0094.nd2	1	3	A1	94
/mnt/disks/pdac-main-1/projects/PDAC_OPS/nd2s/input_sbs/plate_1/c3/WellA1_PointA1_0095_ChannelDAPI_2x2,CY3,AF594,CY5,CY7_Seq0095.nd2	1	3	A1	95
/mnt/disks/pdac-main-1/projects/PDAC_OPS/nd2s/input_sbs/plate_1/c3/WellA1_PointA1_0096_ChannelDAPI_2x2,CY3,AF594,CY5,CY7_Seq0096.nd2	1	3	A1	96
/mnt/disks/pdac-main-1/projects/PDAC_OPS/nd2s/input_sbs/plate_1/c3/WellA1_PointA1_0097_ChannelDAPI_2x2,CY3,AF594,CY5,CY7_Seq0097.nd2	1	3	A1	97
/mnt/disks/pdac-main-1/projects/PDAC_OPS/nd2s/input_sbs/plate_1/c3/WellA1_PointA1_0098_ChannelDAPI_2x2,CY3,AF594,CY5,CY7_Seq0098.nd2	1	3	A1	98
/mnt/disks/pdac-main-1/projects/PDAC_OPS/nd2s/input_sbs/plate_1/c3/WellA1_PointA1_0099_ChannelDAPI_2x2,CY3,AF594,CY5,CY7_Seq0099.nd2	1	3	A1	99
/mnt/disks/pdac-main-1/projects/PDAC_OPS/nd2s/input_sbs/plate_1/c3/WellA1_PointA1_0100_ChannelDAPI_2x2,CY3,AF594,CY5,CY7_Seq0100.nd2	1	3	A1	100
/mnt/disks/pdac-main-1/projects/PDAC_OPS/nd2s/input_sbs/plate_1/c3/WellA1_PointA1_0101_ChannelDAPI_2x2,CY3,AF594,CY5,CY7_Seq0101.nd2	1	3	A1	101
/mnt/disks/pdac-main-1/projects/PDAC_OPS/nd2s/input_sbs/plate_1/c3/WellA1_PointA1_0102_ChannelDAPI_2x2,CY3,AF594,CY5,CY7_Seq0102.nd2	1	3	A1	102
/mnt/disks/pdac-main-1/projects/PDAC_OPS/nd2s/input_sbs/plate_1/c3/WellA1_PointA1_0103_ChannelDAPI_2x2,CY3,AF594,CY5,CY7_Seq0103.nd2	1	3	A1	103
/mnt/disks/pdac-main-1/projects/PDAC_OPS/nd2s/input_sbs/plate_1/c3/WellA1_PointA1_0104_ChannelDAPI_2x2,CY3,AF594,CY5,CY7_Seq0104.nd2	1	3	A1	104
/mnt/disks/pdac-main-1/projects/PDAC_OPS/nd2s/input_sbs/plate_1/c3/WellA1_PointA1_0105_ChannelDAPI_2x2,CY3,AF594,CY5,CY7_Seq0105.nd2	1	3	A1	105
/mnt/disks/pdac-main-1/projects/PDAC_OPS/nd2s/input_sbs/plate_1/c3/WellA1_PointA1_0106_ChannelDAPI_2x2,CY3,AF594,CY5,CY7_Seq0106.nd2	1	3	A1	106
/mnt/disks/pdac-main-1/projects/PDAC_OPS/nd2s/input_sbs/plate_1/c3/WellA1_PointA1_0107_ChannelDAPI_2x2,CY3,AF594,CY5,CY7_Seq0107.nd2	1	3	A1	107
/mnt/disks/pdac-main-1/projects/PDAC_OPS/nd2s/input_sbs/plate_1/c3/WellA1_PointA1_0108_ChannelDAPI_2x2,CY3,AF594,CY5,CY7_Seq0108.nd2	1	3	A1	108
/mnt/disks/pdac-main-1/projects/PDAC_OPS/nd2s/input_sbs/plate_1/c3/WellA1_PointA1_0109_ChannelDAPI_2x2,CY3,AF594,CY5,CY7_Seq0109.nd2	1	3	A1	109
/mnt/disks/pdac-main-1/projects/PDAC_OPS/nd2s/input_sbs/plate_1/c3/WellA1_PointA1_0110_ChannelDAPI_2x2,CY3,AF594,CY5,CY7_Seq0110.nd2	1	3	A1	110
/mnt/disks/pdac-main-1/projects/PDAC_OPS/nd2s/input_sbs/plate_1/c3/WellA1_PointA1_0111_ChannelDAPI_2x2,CY3,AF594,CY5,CY7_Seq0111.nd2	1	3	A1	111
/mnt/disks/pdac-main-1/projects/PDAC_OPS/nd2s/input_sbs/plate_1/c3/WellA1_PointA1_0112_ChannelDAPI_2x2,CY3,AF594,CY5,CY7_Seq0112.nd2	1	3	A1	112
/mnt/disks/pdac-main-1/projects/PDAC_OPS/nd2s/input_sbs/plate_1/c3/WellA1_PointA1_0113_ChannelDAPI_2x2,CY3,AF594,CY5,CY7_Seq0113.nd2	1	3	A1	113
/mnt/disks/pdac-main-1/projects/PDAC_OPS/nd2s/input_sbs/plate_1/c3/WellA1_PointA1_0114_ChannelDAPI_2x2,CY3,AF594,CY5,CY7_Seq0114.nd2	1	3	A1	114
/mnt/disks/pdac-main-1/projects/PDAC_OPS/nd2s/input_sbs/plate_1/c3/WellA1_PointA1_0115_ChannelDAPI_2x2,CY3,AF594,CY5,CY7_Seq0115.nd2	1	3	A1	115
/mnt/disks/pdac-main-1/projects/PDAC_OPS/nd2s/input_sbs/plate_1/c3/WellA1_PointA1_0116_ChannelDAPI_2x2,CY3,AF594,CY5,CY7_Seq0116.nd2	1	3	A1	116
/mnt/disks/pdac-main-1/projects/PDAC_OPS/nd2s/input_sbs/plate_1/c3/WellA1_PointA1_0117_ChannelDAPI_2x2,CY3,AF594,CY5,CY7_Seq0117.nd2	1	3	A1	117
/mnt/disks/pdac-main-1/projects/PDAC_OPS/nd2s/input_sbs/plate_1/c3/WellA1_PointA1_0118_ChannelDAPI_2x2,CY3,AF594,CY5,CY7_Seq0118.nd2	1	3	A1	118
/mnt/disks/pdac-main-1/projects/PDAC_OPS/nd2s/input_sbs/plate_1/c3/WellA1_PointA1_0119_ChannelDAPI_2x2,CY3,AF594,CY5,CY7_Seq0119.nd2	1	3	A1	119
/mnt/disks/pdac-main-1/projects/PDAC_OPS/nd2s/input_sbs/plate_1/c3/WellA1_PointA1_0120_ChannelDAPI_2x2,CY3,AF594,CY5,CY7_Seq0120.nd2	1	3	A1	120
/mnt/disks/pdac-main-1/projects/PDAC_OPS/nd2s/input_sbs/plate_1/c3/WellA1_PointA1_0121_ChannelDAPI_2x2,CY3,AF594,CY5,CY7_Seq0121.nd2	1	3	A1	121
/mnt/disks/pdac-main-1/projects/PDAC_OPS/nd2s/input_sbs/plate_1/c3/WellA1_PointA1_0122_ChannelDAPI_2x2,CY3,AF594,CY5,CY7_Seq0122.nd2	1	3	A1	122
/mnt/disks/pdac-main-1/projects/PDAC_OPS/nd2s/input_sbs/plate_1/c3/WellA1_PointA1_0123_ChannelDAPI_2x2,CY3,AF594,CY5,CY7_Seq0123.nd2	1	3	A1	123
/mnt/disks/pdac-main-1/projects/PDAC_OPS/nd2s/input_sbs/plate_1/c3/WellA1_PointA1_0124_ChannelDAPI_2x2,CY3,AF594,CY5,CY7_Seq0124.nd2	1	3	A1	124
/mnt/disks/pdac-main-1/projects/PDAC_OPS/nd2s/input_sbs/plate_1/c3/WellA1_PointA1_0125_ChannelDAPI_2x2,CY3,AF594,CY5,CY7_Seq0125.nd2	1	3	A1	125
/mnt/disks/pdac-main-1/projects/PDAC_OPS/nd2s/input_sbs/plate_1/c3/WellA1_PointA1_0126_ChannelDAPI_2x2,CY3,AF594,CY5,CY7_Seq0126.nd2	1	3	A1	126
/mnt/disks/pdac-main-1/projects/PDAC_OPS/nd2s/input_sbs/plate_1/c3/WellA1_PointA1_0127_ChannelDAPI_2x2,CY3,AF594,CY5,CY7_Seq0127.nd2	1	3	A1	127
/mnt/disks/pdac-main-1/projects/PDAC_OPS/nd2s/input_sbs/plate_1/c3/WellA1_PointA1_0128_ChannelDAPI_2x2,CY3,AF594,CY5,CY7_Seq0128.nd2	1	3	A1	128
/mnt/disks/pdac-main-1/projects/PDAC_OPS/nd2s/input_sbs/plate_1/c3/WellA1_PointA1_0129_ChannelDAPI_2x2,CY3,AF594,CY5,CY7_Seq0129.nd2	1	3	A1	129
/mnt/disks/pdac-main-1/projects/PDAC_OPS/nd2s/input_sbs/plate_1/c3/WellA1_PointA1_0130_ChannelDAPI_2x2,CY3,AF594,CY5,CY7_Seq0130.nd2	1	3	A1	130
/mnt/disks/pdac-main-1/projects/PDAC_OPS/nd2s/input_sbs/plate_1/c3/WellA1_PointA1_0131_ChannelDAPI_2x2,CY3,AF594,CY5,CY7_Seq0131.nd2	1	3	A1	131
/mnt/disks/pdac-main-1/projects/PDAC_OPS/nd2s/input_sbs/plate_1/c3/WellA1_PointA1_0132_ChannelDAPI_2x2,CY3,AF594,CY5,CY7_Seq0132.nd2	1	3	A1	132
/mnt/disks/pdac-main-1/projects/PDAC_OPS/nd2s/input_sbs/plate_1/c3/WellA1_PointA1_0133_ChannelDAPI_2x2,CY3,AF594,CY5,CY7_Seq0133.nd2	1	3	A1	133
/mnt/disks/pdac-main-1/projects/PDAC_OPS/nd2s/input_sbs/plate_1/c3/WellA1_PointA1_0134_ChannelDAPI_2x2,CY3,AF594,CY5,CY7_Seq0134.nd2	1	3	A1	134
/mnt/disks/pdac-main-1/projects/PDAC_OPS/nd2s/input_sbs/plate_1/c3/WellA1_PointA1_0135_ChannelDAPI_2x2,CY3,AF594,CY5,CY7_Seq0135.nd2	1	3	A1	135
/mnt/disks/pdac-main-1/projects/PDAC_OPS/nd2s/input_sbs/plate_1/c3/WellA1_PointA1_0136_ChannelDAPI_2x2,CY3,AF594,CY5,CY7_Seq0136.nd2	1	3	A1	136
/mnt/disks/pdac-main-1/projects/PDAC_OPS/nd2s/input_sbs/plate_1/c3/WellA1_PointA1_0137_ChannelDAPI_2x2,CY3,AF594,CY5,CY7_Seq0137.nd2	1	3	A1	137
/mnt/disks/pdac-main-1/projects/PDAC_OPS/nd2s/input_sbs/plate_1/c3/WellA1_PointA1_0138_ChannelDAPI_2x2,CY3,AF594,CY5,CY7_Seq0138.nd2	1	3	A1	138
/mnt/disks/pdac-main-1/projects/PDAC_OPS/nd2s/input_sbs/plate_1/c3/WellA1_PointA1_0139_ChannelDAPI_2x2,CY3,AF594,CY5,CY7_Seq0139.nd2	1	3	A1	139
/mnt/disks/pdac-main-1/projects/PDAC_OPS/nd2s/input_sbs/plate_1/c3/WellA1_PointA1_0140_ChannelDAPI_2x2,CY3,AF594,CY5,CY7_Seq0140.nd2	1	3	A1	140
/mnt/disks/pdac-main-1/projects/PDAC_OPS/nd2s/input_sbs/plate_1/c3/WellA1_PointA1_0141_ChannelDAPI_2x2,CY3,AF594,CY5,CY7_Seq0141.nd2	1	3	A1	141
/mnt/disks/pdac-main-1/projects/PDAC_OPS/nd2s/input_sbs/plate_1/c3/WellA1_PointA1_0142_ChannelDAPI_2x2,CY3,AF594,CY5,CY7_Seq0142.nd2	1	3	A1	142
/mnt/disks/pdac-main-1/projects/PDAC_OPS/nd2s/input_sbs/plate_1/c3/WellA1_PointA1_0143_ChannelDAPI_2x2,CY3,AF594,CY5,CY7_Seq0143.nd2	1	3	A1	143
/mnt/disks/pdac-main-1/projects/PDAC_OPS/nd2s/input_sbs/plate_1/c3/WellA1_PointA1_0144_ChannelDAPI_2x2,CY3,AF594,CY5,CY7_Seq0144.nd2	1	3	A1	144
/mnt/disks/pdac-main-1/projects/PDAC_OPS/nd2s/input_sbs/plate_1/c3/WellA1_PointA1_0145_ChannelDAPI_2x2,CY3,AF594,CY5,CY7_Seq0145.nd2	1	3	A1	145
/mnt/disks/pdac-main-1/projects/PDAC_OPS/nd2s/input_sbs/plate_1/c3/WellA1_PointA1_0146_ChannelDAPI_2x2,CY3,AF594,CY5,CY7_Seq0146.nd2	1	3	A1	146
/mnt/disks/pdac-main-1/projects/PDAC_OPS/nd2s/input_sbs/plate_1/c3/WellA1_PointA1_0147_ChannelDAPI_2x2,CY3,AF594,CY5,CY7_Seq0147.nd2	1	3	A1	147
/mnt/disks/pdac-main-1/projects/PDAC_OPS/nd2s/input_sbs/plate_1/c3/WellA1_PointA1_0148_ChannelDAPI_2x2,CY3,AF594,CY5,CY7_Seq0148.nd2	1	3	A1	148
/mnt/disks/pdac-main-1/projects/PDAC_OPS/nd2s/input_sbs/plate_1/c3/WellA1_PointA1_0149_ChannelDAPI_2x2,CY3,AF594,CY5,CY7_Seq0149.nd2	1	3	A1	149
/mnt/disks/pdac-main-1/projects/PDAC_OPS/nd2s/input_sbs/plate_1/c3/WellA1_PointA1_0150_ChannelDAPI_2x2,CY3,AF594,CY5,CY7_Seq0150.nd2	1	3	A1	150
/mnt/disks/pdac-main-1/projects/PDAC_OPS/nd2s/input_sbs/plate_1/c3/WellA1_PointA1_0151_ChannelDAPI_2x2,CY3,AF594,CY5,CY7_Seq0151.nd2	1	3	A1	151
/mnt/disks/pdac-main-1/projects/PDAC_OPS/nd2s/input_sbs/plate_1/c3/WellA1_PointA1_0152_ChannelDAPI_2x2,CY3,AF594,CY5,CY7_Seq0152.nd2	1	3	A1	152
/mnt/disks/pdac-main-1/projects/PDAC_OPS/nd2s/input_sbs/plate_1/c3/WellA1_PointA1_0153_ChannelDAPI_2x2,CY3,AF594,CY5,CY7_Seq0153.nd2	1	3	A1	153
/mnt/disks/pdac-main-1/projects/PDAC_OPS/nd2s/input_sbs/plate_1/c3/WellA1_PointA1_0154_ChannelDAPI_2x2,CY3,AF594,CY5,CY7_Seq0154.nd2	1	3	A1	154
/mnt/disks/pdac-main-1/projects/PDAC_OPS/nd2s/input_sbs/plate_1/c3/WellA1_PointA1_0155_ChannelDAPI_2x2,CY3,AF594,CY5,CY7_Seq0155.nd2	1	3	A1	155
/mnt/disks/pdac-main-1/projects/PDAC_OPS/nd2s/input_sbs/plate_1/c3/WellA1_PointA1_0156_ChannelDAPI_2x2,CY3,AF594,CY5,CY7_Seq0156.nd2	1	3	A1	156
/mnt/disks/pdac-main-1/projects/PDAC_OPS/nd2s/input_sbs/plate_1/c3/WellA1_PointA1_0157_ChannelDAPI_2x2,CY3,AF594,CY5,CY7_Seq0157.nd2	1	3	A1	157
/mnt/disks/pdac-main-1/projects/PDAC_OPS/nd2s/input_sbs/plate_1/c3/WellA1_PointA1_0158_ChannelDAPI_2x2,CY3,AF594,CY5,CY7_Seq0158.nd2	1	3	A1	158
/mnt/disks/pdac-main-1/projects/PDAC_OPS/nd2s/input_sbs/plate_1/c3/WellA1_PointA1_0159_ChannelDAPI_2x2,CY3,AF594,CY5,CY7_Seq0159.nd2	1	3	A1	159
/mnt/disks/pdac-main-1/projects/PDAC_OPS/nd2s/input_sbs/plate_1/c3/WellA1_PointA1_0160_ChannelDAPI_2x2,CY3,AF594,CY5,CY7_Seq0160.nd2	1	3	A1	160
/mnt/disks/pdac-main-1/projects/PDAC_OPS/nd2s/input_sbs/plate_1/c3/WellA1_PointA1_0161_ChannelDAPI_2x2,CY3,AF594,CY5,CY7_Seq0161.nd2	1	3	A1	161
/mnt/disks/pdac-main-1/projects/PDAC_OPS/nd2s/input_sbs/plate_1/c3/WellA1_PointA1_0162_ChannelDAPI_2x2,CY3,AF594,CY5,CY7_Seq0162.nd2	1	3	A1	162
/mnt/disks/pdac-main-1/projects/PDAC_OPS/nd2s/input_sbs/plate_1/c3/WellA1_PointA1_0163_ChannelDAPI_2x2,CY3,AF594,CY5,CY7_Seq0163.nd2	1	3	A1	163
/mnt/disks/pdac-main-1/projects/PDAC_OPS/nd2s/input_sbs/plate_1/c3/WellA1_PointA1_0164_ChannelDAPI_2x2,CY3,AF594,CY5,CY7_Seq0164.nd2	1	3	A1	164
/mnt/disks/pdac-main-1/projects/PDAC_OPS/nd2s/input_sbs/plate_1/c3/WellA1_PointA1_0165_ChannelDAPI_2x2,CY3,AF594,CY5,CY7_Seq0165.nd2	1	3	A1	165
/mnt/disks/pdac-main-1/projects/PDAC_OPS/nd2s/input_sbs/plate_1/c3/WellA1_PointA1_0166_ChannelDAPI_2x2,CY3,AF594,CY5,CY7_Seq0166.nd2	1	3	A1	166
/mnt/disks/pdac-main-1/projects/PDAC_OPS/nd2s/input_sbs/plate_1/c3/WellA1_PointA1_0167_ChannelDAPI_2x2,CY3,AF594,CY5,CY7_Seq0167.nd2	1	3	A1	167
/mnt/disks/pdac-main-1/projects/PDAC_OPS/nd2s/input_sbs/plate_1/c3/WellA1_PointA1_0168_ChannelDAPI_2x2,CY3,AF594,CY5,CY7_Seq0168.nd2	1	3	A1	168
/mnt/disks/pdac-main-1/projects/PDAC_OPS/nd2s/input_sbs/plate_1/c3/WellA1_PointA1_0169_ChannelDAPI_2x2,CY3,AF594,CY5,CY7_Seq0169.nd2	1	3	A1	169
/mnt/disks/pdac-main-1/projects/PDAC_OPS/nd2s/input_sbs/plate_1/c3/WellA1_PointA1_0170_ChannelDAPI_2x2,CY3,AF594,CY5,CY7_Seq0170.nd2	1	3	A1	170
/mnt/disks/pdac-main-1/projects/PDAC_OPS/nd2s/input_sbs/plate_1/c3/WellA1_PointA1_0171_ChannelDAPI_2x2,CY3,AF594,CY5,CY7_Seq0171.nd2	1	3	A1	171
/mnt/disks/pdac-main-1/projects/PDAC_OPS/nd2s/input_sbs/plate_1/c3/WellA1_PointA1_0172_ChannelDAPI_2x2,CY3,AF594,CY5,CY7_Seq0172.nd2	1	3	A1	172
/mnt/disks/pdac-main-1/projects/PDAC_OPS/nd2s/input_sbs/plate_1/c3/WellA1_PointA1_0173_ChannelDAPI_2x2,CY3,AF594,CY5,CY7_Seq0173.nd2	1	3	A1	173
/mnt/disks/pdac-main-1/projects/PDAC_OPS/nd2s/input_sbs/plate_1/c3/WellA1_PointA1_0174_ChannelDAPI_2x2,CY3,AF594,CY5,CY7_Seq0174.nd2	1	3	A1	174
/mnt/disks/pdac-main-1/projects/PDAC_OPS/nd2s/input_sbs/plate_1/c3/WellA1_PointA1_0175_ChannelDAPI_2x2,CY3,AF594,CY5,CY7_Seq0175.nd2	1	3	A1	175
/mnt/disks/pdac-main-1/projects/PDAC_OPS/nd2s/input_sbs/plate_1/c3/WellA1_PointA1_0176_ChannelDAPI_2x2,CY3,AF594,CY5,CY7_Seq0176.nd2	1	3	A1	176
/mnt/disks/pdac-main-1/projects/PDAC_OPS/nd2s/input_sbs/plate_1/c3/WellA1_PointA1_0177_ChannelDAPI_2x2,CY3,AF594,CY5,CY7_Seq0177.nd2	1	3	A1	177
/mnt/disks/pdac-main-1/projects/PDAC_OPS/nd2s/input_sbs/plate_1/c3/WellA1_PointA1_0178_ChannelDAPI_2x2,CY3,AF594,CY5,CY7_Seq0178.nd2	1	3	A1	178
/mnt/disks/pdac-main-1/projects/PDAC_OPS/nd2s/input_sbs/plate_1/c3/WellA1_PointA1_0179_ChannelDAPI_2x2,CY3,AF594,CY5,CY7_Seq0179.nd2	1	3	A1	179
/mnt/disks/pdac-main-1/projects/PDAC_OPS/nd2s/input_sbs/plate_1/c3/WellA1_PointA1_0180_ChannelDAPI_2x2,CY3,AF594,CY5,CY7_Seq0180.nd2	1	3	A1	180
/mnt/disks/pdac-main-1/projects/PDAC_OPS/nd2s/input_sbs/plate_1/c3/WellA1_PointA1_0181_ChannelDAPI_2x2,CY3,AF594,CY5,CY7_Seq0181.nd2	1	3	A1	181
/mnt/disks/pdac-main-1/projects/PDAC_OPS/nd2s/input_sbs/plate_1/c3/WellA1_PointA1_0182_ChannelDAPI_2x2,CY3,AF594,CY5,CY7_Seq0182.nd2	1	3	A1	182
/mnt/disks/pdac-main-1/projects/PDAC_OPS/nd2s/input_sbs/plate_1/c3/WellA1_PointA1_0183_ChannelDAPI_2x2,CY3,AF594,CY5,CY7_Seq0183.nd2	1	3	A1	183
/mnt/disks/pdac-main-1/projects/PDAC_OPS/nd2s/input_sbs/plate_1/c3/WellA1_PointA1_0184_ChannelDAPI_2x2,CY3,AF594,CY5,CY7_Seq0184.nd2	1	3	A1	184
/mnt/disks/pdac-main-1/projects/PDAC_OPS/nd2s/input_sbs/plate_1/c3/WellA1_PointA1_0185_ChannelDAPI_2x2,CY3,AF594,CY5,CY7_Seq0185.nd2	1	3	A1	185
/mnt/disks/pdac-main-1/projects/PDAC_OPS/nd2s/input_sbs/plate_1/c3/WellA1_PointA1_0186_ChannelDAPI_2x2,CY3,AF594,CY5,CY7_Seq0186.nd2	1	3	A1	186
/mnt/disks/pdac-main-1/projects/PDAC_OPS/nd2s/input_sbs/plate_1/c3/WellA1_PointA1_0187_ChannelDAPI_2x2,CY3,AF594,CY5,CY7_Seq0187.nd2	1	3	A1	187
/mnt/disks/pdac-main-1/projects/PDAC_OPS/nd2s/input_sbs/plate_1/c3/WellA1_PointA1_0188_ChannelDAPI_2x2,CY3,AF594,CY5,CY7_Seq0188.nd2	1	3	A1	188
/mnt/disks/pdac-main-1/projects/PDAC_OPS/nd2s/input_sbs/plate_1/c3/WellA1_PointA1_0189_ChannelDAPI_2x2,CY3,AF594,CY5,CY7_Seq0189.nd2	1	3	A1	189
/mnt/disks/pdac-main-1/projects/PDAC_OPS/nd2s/input_sbs/plate_1/c3/WellA1_PointA1_0190_ChannelDAPI_2x2,CY3,AF594,CY5,CY7_Seq0190.nd2	1	3	A1	190
/mnt/disks/pdac-main-1/projects/PDAC_OPS/nd2s/input_sbs/plate_1/c3/WellA1_PointA1_0191_ChannelDAPI_2x2,CY3,AF594,CY5,CY7_Seq0191.nd2	1	3	A1	191
/mnt/disks/pdac-main-1/projects/PDAC_OPS/nd2s/input_sbs/plate_1/c3/WellA1_PointA1_0192_ChannelDAPI_2x2,CY3,AF594,CY5,CY7_Seq0192.nd2	1	3	A1	192
/mnt/disks/pdac-main-1/projects/PDAC_OPS/nd2s/input_sbs/plate_1/c3/WellA1_PointA1_0193_ChannelDAPI_2x2,CY3,AF594,CY5,CY7_Seq0193.nd2	1	3	A1	193
/mnt/disks/pdac-main-1/projects/PDAC_OPS/nd2s/input_sbs/plate_1/c3/WellA1_PointA1_0194_ChannelDAPI_2x2,CY3,AF594,CY5,CY7_Seq0194.nd2	1	3	A1	194
/mnt/disks/pdac-main-1/projects/PDAC_OPS/nd2s/input_sbs/plate_1/c3/WellA1_PointA1_0195_ChannelDAPI_2x2,CY3,AF594,CY5,CY7_Seq0195.nd2	1	3	A1	195
/mnt/disks/pdac-main-1/projects/PDAC_OPS/nd2s/input_sbs/plate_1/c3/WellA1_PointA1_0196_ChannelDAPI_2x2,CY3,AF594,CY5,CY7_Seq0196.nd2	1	3	A1	196
/mnt/disks/pdac-main-1/projects/PDAC_OPS/nd2s/input_sbs/plate_1/c3/WellA1_PointA1_0197_ChannelDAPI_2x2,CY3,AF594,CY5,CY7_Seq0197.nd2	1	3	A1	197
