plate	round	well	tile
2	2	A1	142
2	1	A1	143
2	2	A1	143
2	1	A1	144
2	2	A1	144
2	1	A1	145
2	2	A1	145
2	1	A1	146
2	2	A1	146
2	1	A1	147
2	2	A1	147
2	1	A1	148
2	2	A1	148
2	1	A1	149
2	2	A1	149
2	1	A1	150
2	2	A1	150
2	1	A1	151
2	2	A1	151
2	1	A1	152
2	2	A1	152
2	1	A1	153
2	2	A1	153
2	1	A1	154
2	2	A1	154
2	1	A1	155
2	2	A1	155
2	1	A1	156
2	2	A1	156
2	1	A1	157
2	2	A1	157
2	1	A1	158
2	2	A1	158
2	1	A1	159
2	2	A1	159
2	1	A1	160
2	2	A1	160
2	1	A1	161
2	2	A1	161
2	1	A1	162
2	2	A1	162
2	1	A1	163
2	2	A1	163
2	1	A1	164
2	2	A1	164
2	1	A1	165
2	2	A1	165
2	1	A1	166
2	2	A1	166
2	1	A1	167
2	2	A1	167
2	1	A1	168
2	2	A1	168
2	1	A1	169
2	2	A1	169
2	1	A1	170
2	2	A1	170
2	1	A1	171
2	2	A1	171
2	1	A1	172
2	2	A1	172
2	1	A1	173
2	2	A1	173
2	1	A1	174
2	2	A1	174
2	1	A1	175
2	2	A1	175
2	1	A1	176
2	2	A1	176
2	1	A1	177
2	2	A1	177
2	1	A1	178
2	2	A1	178
2	1	A1	179
2	2	A1	179
2	1	A1	180
2	2	A1	180
2	1	A1	181
2	2	A1	181
2	1	A1	182
2	2	A1	182
2	1	A1	183
2	2	A1	183
2	1	A1	184
2	2	A1	184
2	1	A1	185
2	2	A1	185
2	1	A1	186
2	2	A1	186
2	1	A1	187
2	2	A1	187
2	1	A1	188
2	2	A1	188
2	1	A1	189
2	2	A1	189
2	1	A1	190
2	2	A1	190
2	1	A1	191
2	2	A1	191
2	1	A1	192
2	2	A1	192
2	1	A1	193
2	2	A1	193
2	1	A1	194
2	2	A1	194
2	1	A1	195
2	2	A1	195
2	1	A1	196
2	2	A1	196
2	1	A1	197
2	2	A1	197
2	1	A1	198
2	2	A1	198
2	1	A1	199
2	2	A1	199
2	1	A1	200
2	2	A1	200
2	1	A1	201
2	2	A1	201
2	1	A1	202
2	2	A1	202
2	1	A1	203
2	2	A1	203
2	1	A1	204
2	2	A1	204
2	1	A1	205
2	2	A1	205
2	1	A1	206
2	2	A1	206
2	1	A1	207
2	2	A1	207
2	1	A1	208
2	2	A1	208
2	1	A1	209
2	2	A1	209
2	1	A1	210
2	2	A1	210
2	1	A1	211
2	2	A1	211
2	1	A1	212
2	2	A1	212
2	1	A1	213
2	2	A1	213
2	1	A1	214
2	2	A1	214
2	1	A1	215
2	2	A1	215
2	1	A1	216
2	2	A1	216
2	1	A1	217
2	2	A1	217
2	1	A1	218
2	2	A1	218
2	1	A1	219
2	2	A1	219
2	1	A1	220
2	2	A1	220
2	1	A1	221
2	2	A1	221
2	1	A1	222
2	2	A1	222
2	1	A1	223
2	2	A1	223
2	1	A1	224
2	2	A1	224
2	1	A1	225
2	2	A1	225
2	1	A1	226
2	2	A1	226
2	1	A1	227
2	2	A1	227
2	1	A1	228
2	2	A1	228
2	1	A1	229
2	2	A1	229
2	1	A1	230
2	2	A1	230
2	1	A1	231
2	2	A1	231
2	1	A1	232
2	2	A1	232
2	1	A1	233
2	2	A1	233
2	1	A1	234
2	2	A1	234
2	1	A1	235
2	2	A1	235
2	1	A1	236
2	2	A1	236
2	1	A1	237
2	2	A1	237
2	1	A1	238
2	2	A1	238
2	1	A1	239
2	2	A1	239
2	1	A1	240
2	2	A1	240
2	1	A1	241
2	2	A1	241
2	1	A1	242
2	2	A1	242
2	1	A1	243
2	2	A1	243
2	1	A1	244
2	2	A1	244
2	1	A1	245
2	2	A1	245
2	1	A1	246
2	2	A1	246
2	1	A1	247
2	2	A1	247
2	1	A1	248
2	2	A1	248
2	1	A1	249
2	2	A1	249
2	1	A1	250
2	2	A1	250
2	1	A1	251
2	2	A1	251
2	1	A1	252
2	2	A1	252
2	1	A1	253
2	2	A1	253
2	1	A1	254
2	2	A1	254
2	1	A1	255
2	2	A1	255
2	1	A1	256
2	2	A1	256
2	1	A1	257
2	2	A1	257
2	1	A1	258
2	2	A1	258
2	1	A1	259
2	2	A1	259
2	1	A1	260
2	2	A1	260
2	1	A1	261
2	2	A1	261
2	1	A1	262
2	2	A1	262
2	1	A1	263
2	2	A1	263
2	1	A1	264
2	2	A1	264
2	1	A1	265
2	2	A1	265
2	1	A1	266
2	2	A1	266
2	1	A1	267
2	2	A1	267
2	1	A1	268
2	2	A1	268
2	1	A1	269
2	2	A1	269
2	1	A1	270
2	2	A1	270
2	1	A1	271
2	2	A1	271
2	1	A1	272
2	2	A1	272
2	1	A1	273
2	2	A1	273
2	1	A1	274
2	2	A1	274
2	1	A1	275
2	2	A1	275
2	1	A1	276
2	2	A1	276
2	1	A1	277
2	2	A1	277
2	1	A1	278
2	2	A1	278
2	1	A1	279
2	2	A1	279
2	1	A1	280
2	2	A1	280
2	1	A1	281
2	2	A1	281
2	1	A1	282
2	2	A1	282
2	1	A1	283
2	2	A1	283
2	1	A1	284
2	2	A1	284
2	1	A1	285
2	2	A1	285
2	1	A1	286
2	2	A1	286
2	1	A1	287
2	2	A1	287
2	1	A1	288
2	2	A1	288
2	1	A1	289
2	2	A1	289
2	1	A1	290
2	2	A1	290
2	1	A1	291
2	2	A1	291
2	1	A1	292
2	2	A1	292
2	1	A1	293
2	2	A1	293
2	1	A1	294
2	2	A1	294
2	1	A1	295
2	2	A1	295
2	1	A1	296
2	2	A1	296
2	1	A1	297
2	2	A1	297
2	1	A1	298
2	2	A1	298
2	1	A1	299
2	2	A1	299
2	1	A1	300
2	2	A1	300
2	1	A1	301
2	2	A1	301
2	1	A1	302
2	2	A1	302
2	1	A1	303
2	2	A1	303
2	1	A1	304
2	2	A1	304
2	1	A1	305
2	2	A1	305
2	1	A1	306
2	2	A1	306
2	1	A1	307
2	2	A1	307
2	1	A1	308
2	2	A1	308
2	1	A1	309
2	2	A1	309
2	1	A1	310
2	2	A1	310
2	1	A1	311
2	2	A1	311
2	1	A1	312
2	2	A1	312
2	1	A1	313
2	2	A1	313
2	1	A1	314
2	2	A1	314
2	1	A1	315
2	2	A1	315
2	1	A1	316
2	2	A1	316
2	1	A1	317
2	2	A1	317
2	1	A1	318
2	2	A1	318
2	1	A1	319
2	2	A1	319
2	1	A1	320
2	2	A1	320
2	1	A1	321
2	2	A1	321
2	1	A1	322
2	2	A1	322
2	1	A1	323
2	2	A1	323
2	1	A1	324
2	2	A1	324
2	1	A1	325
2	2	A1	325
2	1	A1	326
2	2	A1	326
2	1	A1	327
2	2	A1	327
2	1	A1	328
2	2	A1	328
2	1	A1	329
2	2	A1	329
2	1	A1	330
2	2	A1	330
2	1	A1	331
2	2	A1	331
2	1	A1	332
2	2	A1	332
2	1	A1	333
2	2	A1	333
2	1	A1	334
2	2	A1	334
2	1	A1	335
2	2	A1	335
2	1	A1	336
2	2	A1	336
2	1	A1	337
2	2	A1	337
2	1	A1	338
2	2	A1	338
2	1	A1	339
2	2	A1	339
2	1	A1	340
2	2	A1	340
2	1	A1	341
2	2	A1	341
2	1	A1	342
2	2	A1	342
2	1	A1	343
2	2	A1	343
2	1	A1	344
2	2	A1	344
2	1	A1	345
2	2	A1	345
2	1	A1	346
2	2	A1	346
2	1	A1	347
2	2	A1	347
2	1	A1	348
2	2	A1	348
2	1	A1	349
2	2	A1	349
2	1	A1	350
2	2	A1	350
2	1	A1	351
2	2	A1	351
2	1	A1	352
2	2	A1	352
2	1	A1	353
2	2	A1	353
2	1	A1	354
2	2	A1	354
2	1	A1	355
2	2	A1	355
2	1	A1	356
2	2	A1	356
2	1	A1	357
2	2	A1	357
2	1	A1	358
2	2	A1	358
2	1	A1	359
2	2	A1	359
2	1	A1	360
2	2	A1	360
2	1	A1	361
2	2	A1	361
2	1	A1	362
2	2	A1	362
2	1	A1	363
2	2	A1	363
2	1	A1	364
2	2	A1	364
2	1	A1	365
2	2	A1	365
2	1	A1	366
2	2	A1	366
2	1	A1	367
2	2	A1	367
2	1	A1	368
2	2	A1	368
2	1	A1	369
2	2	A1	369
2	1	A1	370
2	2	A1	370
2	1	A1	371
2	2	A1	371
2	1	A1	372
2	2	A1	372
2	1	A1	373
2	2	A1	373
2	1	A1	374
2	2	A1	374
2	1	A1	375
2	2	A1	375
2	1	A1	376
2	2	A1	376
2	1	A1	377
2	2	A1	377
2	1	A1	378
2	2	A1	378
2	1	A1	379
2	2	A1	379
2	1	A1	380
2	2	A1	380
2	1	A1	381
2	2	A1	381
2	1	A1	382
2	2	A1	382
2	1	A1	383
2	2	A1	383
2	1	A1	384
2	2	A1	384
2	1	A1	385
2	2	A1	385
2	1	A1	386
2	2	A1	386
2	1	A1	387
2	2	A1	387
2	1	A1	388
2	2	A1	388
2	1	A1	389
2	2	A1	389
2	1	A1	390
2	2	A1	390
2	1	A1	391
2	2	A1	391
2	1	A1	392
2	2	A1	392
2	1	A1	393
2	2	A1	393
2	1	A1	394
2	2	A1	394
2	1	A1	395
2	2	A1	395
2	1	A1	396
2	2	A1	396
2	1	A1	397
2	2	A1	397
2	1	A1	398
2	2	A1	398
2	1	A1	399
2	2	A1	399
2	1	A1	400
2	2	A1	400
2	1	A1	401
2	2	A1	401
2	1	A1	402
2	2	A1	402
2	1	A1	403
2	2	A1	403
2	1	A1	404
2	2	A1	404
2	1	A1	405
2	2	A1	405
2	1	A1	406
2	2	A1	406
2	1	A1	407
2	2	A1	407
2	1	A1	408
2	2	A1	408
2	1	A1	409
2	2	A1	409
2	1	A1	410
2	2	A1	410
2	1	A1	411
2	2	A1	411
2	1	A1	412
2	2	A1	412
2	1	A1	413
2	2	A1	413
2	1	A1	414
2	2	A1	414
2	1	A1	415
2	2	A1	415
2	1	A1	416
2	2	A1	416
2	1	A1	417
2	2	A1	417
2	1	A1	418
2	2	A1	418
2	1	A1	419
2	2	A1	419
2	1	A1	420
2	2	A1	420
2	1	A1	421
2	2	A1	421
2	1	A1	422
2	2	A1	422
2	1	A1	423
2	2	A1	423
2	1	A1	424
2	2	A1	424
2	1	A1	425
2	2	A1	425
2	1	A1	426
2	2	A1	426
2	1	A1	427
2	2	A1	427
2	1	A1	428
2	2	A1	428
2	1	A1	429
2	2	A1	429
2	1	A1	430
2	2	A1	430
2	1	A1	431
2	2	A1	431
2	1	A1	432
2	2	A1	432
2	1	A1	433
2	2	A1	433
2	1	A1	434
2	2	A1	434
2	1	A1	435
2	2	A1	435
2	1	A1	436
2	2	A1	436
2	1	A1	437
2	2	A1	437
2	1	A1	438
2	2	A1	438
2	1	A1	439
2	2	A1	439
2	1	A1	440
2	2	A1	440
2	1	A1	441
2	2	A1	441
2	1	A1	442
2	2	A1	442
2	1	A1	443
2	2	A1	443
2	1	A1	444
2	2	A1	444
2	1	A1	445
2	2	A1	445
2	1	A1	446
2	2	A1	446
2	1	A1	447
2	2	A1	447
2	1	A1	448
2	2	A1	448
2	1	A1	449
2	2	A1	449
2	1	A1	450
2	2	A1	450
2	1	A1	451
2	2	A1	451
2	1	A1	452
2	2	A1	452
2	1	A1	453
2	2	A1	453
2	1	A1	454
2	2	A1	454
2	1	A1	455
2	2	A1	455
2	1	A1	456
2	2	A1	456
2	1	A1	457
2	2	A1	457
2	1	A1	458
2	2	A1	458
2	1	A1	459
2	2	A1	459
2	1	A1	460
2	2	A1	460
2	1	A1	461
2	2	A1	461
2	1	A1	462
2	2	A1	462
2	1	A1	463
2	2	A1	463
2	1	A1	464
2	2	A1	464
2	1	A1	465
2	2	A1	465
2	1	A1	466
2	2	A1	466
2	1	A1	467
2	2	A1	467
2	1	A1	468
2	2	A1	468
2	1	A1	469
2	2	A1	469
2	1	A1	470
2	2	A1	470
2	1	A1	471
2	2	A1	471
2	1	A1	472
2	2	A1	472
2	1	A1	473
2	2	A1	473
2	1	A1	474
2	2	A1	474
2	1	A1	475
2	2	A1	475
2	1	A1	476
2	2	A1	476
2	1	A1	477
2	2	A1	477
2	1	A1	478
2	2	A1	478
2	1	A1	479
2	2	A1	479
2	1	A1	480
2	2	A1	480
2	1	A1	481
2	2	A1	481
2	1	A1	482
2	2	A1	482
2	1	A1	483
2	2	A1	483
2	1	A1	484
2	2	A1	484
2	1	A1	485
2	2	A1	485
2	1	A1	486
2	2	A1	486
2	1	A1	487
2	2	A1	487
2	1	A1	488
2	2	A1	488
2	1	A1	489
2	2	A1	489
2	1	A1	490
2	2	A1	490
2	1	A1	491
2	2	A1	491
2	1	A1	492
2	2	A1	492
2	1	A1	493
2	2	A1	493
2	1	A1	494
2	2	A1	494
2	1	A1	495
2	2	A1	495
2	1	A1	496
2	2	A1	496
2	1	A1	497
2	2	A1	497
2	1	A1	498
2	2	A1	498
2	1	A1	499
2	2	A1	499
2	1	A1	500
2	2	A1	500
2	1	A1	501
2	2	A1	501
2	1	A1	502
2	2	A1	502
2	1	A1	503
2	2	A1	503
2	1	A1	504
2	2	A1	504
2	1	A1	505
2	2	A1	505
2	1	A1	506
2	2	A1	506
2	1	A1	507
2	2	A1	507
2	1	A1	508
2	2	A1	508
2	1	A1	509
2	2	A1	509
2	1	A1	510
2	2	A1	510
2	1	A1	511
2	2	A1	511
2	1	A1	512
2	2	A1	512
2	1	A1	513
2	2	A1	513
2	1	A1	514
2	2	A1	514
2	1	A1	515
2	2	A1	515
2	1	A1	516
2	2	A1	516
2	1	A1	517
2	2	A1	517
2	1	A1	518
2	2	A1	518
2	1	A1	519
2	2	A1	519
2	1	A1	520
2	2	A1	520
2	1	A1	521
2	2	A1	521
2	1	A1	522
2	2	A1	522
2	1	A1	523
2	2	A1	523
2	1	A1	524
2	2	A1	524
2	1	A1	525
2	2	A1	525
2	1	A1	526
2	2	A1	526
2	1	A1	527
2	2	A1	527
2	1	A1	528
2	2	A1	528
2	1	A1	529
2	2	A1	529
2	1	A1	530
2	2	A1	530
2	1	A1	531
2	2	A1	531
2	1	A1	532
2	2	A1	532
2	1	A1	533
2	2	A1	533
2	1	A1	534
2	2	A1	534
2	1	A1	535
2	2	A1	535
2	1	A1	536
2	2	A1	536
2	1	A1	537
2	2	A1	537
2	1	A1	538
2	2	A1	538
2	1	A1	539
2	2	A1	539
2	1	A1	540
2	2	A1	540
2	1	A1	541
2	2	A1	541
2	1	A1	542
2	2	A1	542
2	1	A1	543
2	2	A1	543
2	1	A1	544
2	2	A1	544
2	1	A1	545
2	2	A1	545
2	1	A1	546
2	2	A1	546
2	1	A1	547
2	2	A1	547
2	1	A1	548
2	2	A1	548
2	1	A1	549
2	2	A1	549
2	1	A1	550
2	2	A1	550
2	1	A1	551
2	2	A1	551
2	1	A1	552
2	2	A1	552
2	1	A1	553
2	2	A1	553
2	1	A1	554
2	2	A1	554
2	1	A1	555
2	2	A1	555
2	1	A1	556
2	2	A1	556
2	1	A1	557
2	2	A1	557
2	1	A1	558
2	2	A1	558
2	1	A1	559
2	2	A1	559
2	1	A1	560
2	2	A1	560
2	1	A1	561
2	2	A1	561
2	1	A1	562
2	2	A1	562
2	1	A1	563
2	2	A1	563
2	1	A1	564
2	2	A1	564
2	1	A1	565
2	2	A1	565
2	1	A1	566
2	2	A1	566
2	1	A1	567
2	2	A1	567
2	1	A1	568
2	2	A1	568
2	1	A1	569
2	2	A1	569
2	1	A1	570
2	2	A1	570
2	1	A1	571
2	2	A1	571
2	1	A1	572
2	2	A1	572
2	1	A1	573
2	2	A1	573
2	1	A1	574
2	2	A1	574
2	1	A1	575
2	2	A1	575
2	1	A1	576
2	2	A1	576
2	1	A1	577
2	2	A1	577
2	1	A1	578
2	2	A1	578
2	1	A1	579
2	2	A1	579
2	1	A1	580
2	2	A1	580
2	1	A1	581
2	2	A1	581
2	1	A1	582
2	2	A1	582
2	1	A1	583
2	2	A1	583
2	1	A1	584
2	2	A1	584
2	1	A1	585
2	2	A1	585
2	1	A1	586
2	2	A1	586
2	1	A1	587
2	2	A1	587
2	1	A1	588
2	2	A1	588
2	1	A1	589
2	2	A1	589
2	1	A1	590
2	2	A1	590
2	1	A1	591
2	2	A1	591
2	1	A1	592
2	2	A1	592
2	1	A1	593
2	2	A1	593
2	1	A1	594
2	2	A1	594
2	1	A1	595
2	2	A1	595
2	1	A1	596
2	2	A1	596
2	1	A1	597
2	2	A1	597
2	1	A1	598
2	2	A1	598
2	1	A1	599
2	2	A1	599
2	1	A1	600
2	2	A1	600
2	1	A1	601
2	2	A1	601
2	1	A1	602
2	2	A1	602
2	1	A1	603
2	2	A1	603
2	1	A1	604
2	2	A1	604
2	1	A1	605
2	2	A1	605
2	1	A1	606
2	2	A1	606
2	1	A1	607
2	2	A1	607
2	1	A1	608
2	2	A1	608
2	1	A1	609
2	2	A1	609
2	1	A1	610
2	2	A1	610
2	1	A1	611
2	2	A1	611
2	1	A1	612
2	2	A1	612
2	1	A1	613
2	2	A1	613
2	1	A1	614
2	2	A1	614
2	1	A1	615
2	2	A1	615
2	1	A1	616
2	2	A1	616
2	1	A1	617
2	2	A1	617
2	1	A1	618
2	2	A1	618
2	1	A1	619
2	2	A1	619
2	1	A1	620
2	2	A1	620
2	1	A1	621
2	2	A1	621
2	1	A1	622
2	2	A1	622
2	1	A1	623
2	2	A1	623
2	1	A1	624
2	2	A1	624
2	1	A1	625
2	2	A1	625
2	1	A1	626
2	2	A1	626
2	1	A1	627
2	2	A1	627
2	1	A1	628
2	2	A1	628
2	1	A1	629
2	2	A1	629
2	1	A1	630
2	2	A1	630
2	1	A1	631
2	2	A1	631
2	1	A1	632
2	2	A1	632
2	1	A1	633
2	2	A1	633
2	1	A1	634
2	2	A1	634
2	1	A1	635
2	2	A1	635
2	1	A1	636
2	2	A1	636
2	1	A1	637
2	2	A1	637
2	1	A1	638
2	2	A1	638
2	1	A1	639
2	2	A1	639
2	1	A1	640
2	2	A1	640
2	1	A1	641
2	2	A1	641
2	1	A1	642
2	2	A1	642
2	1	A1	643
2	2	A1	643
2	1	A1	644
2	2	A1	644
2	1	A1	645
2	2	A1	645
2	1	A1	646
2	2	A1	646
2	1	A1	647
2	2	A1	647
2	1	A1	648
2	2	A1	648
2	1	A1	649
2	2	A1	649
2	1	A1	650
2	2	A1	650
2	1	A1	651
2	2	A1	651
2	1	A1	652
2	2	A1	652
2	1	A1	653
2	2	A1	653
2	1	A1	654
2	2	A1	654
2	1	A1	655
2	2	A1	655
2	1	A1	656
2	2	A1	656
2	1	A1	657
2	2	A1	657
2	1	A1	658
2	2	A1	658
2	1	A1	659
2	2	A1	659
2	1	A1	660
2	2	A1	660
2	1	A1	661
2	2	A1	661
2	1	A1	662
2	2	A1	662
2	1	A1	663
2	2	A1	663
2	1	A1	664
2	2	A1	664
2	1	A1	665
2	2	A1	665
2	1	A1	666
2	2	A1	666
2	1	A1	667
2	2	A1	667
2	1	A1	668
2	2	A1	668
2	1	A1	669
2	2	A1	669
2	1	A1	670
2	2	A1	670
2	1	A1	671
2	2	A1	671
2	1	A1	672
2	2	A1	672
2	1	A1	673
2	2	A1	673
2	1	A1	674
2	2	A1	674
2	1	A1	675
2	2	A1	675
2	1	A1	676
2	2	A1	676
2	1	A1	677
2	2	A1	677
2	1	A1	678
2	2	A1	678
2	1	A1	679
2	2	A1	679
2	1	A1	680
2	2	A1	680
2	1	A1	681
2	2	A1	681
2	1	A1	682
2	2	A1	682
2	1	A1	683
2	2	A1	683
2	1	A1	684
2	2	A1	684
2	1	A1	685
2	2	A1	685
2	1	A1	686
2	2	A1	686
2	1	A1	687
2	2	A1	687
2	1	A1	688
2	2	A1	688
2	1	A1	689
2	2	A1	689
2	1	A1	690
2	2	A1	690
2	1	A1	691
2	2	A1	691
2	1	A1	692
2	2	A1	692
2	1	A1	693
2	2	A1	693
2	1	A1	694
2	2	A1	694
2	1	A1	695
2	2	A1	695
2	1	A1	696
2	2	A1	696
2	1	A1	697
2	2	A1	697
2	1	A1	698
2	2	A1	698
2	1	A1	699
2	2	A1	699
2	1	A1	700
2	2	A1	700
2	1	A1	701
2	2	A1	701
2	1	A1	702
2	2	A1	702
2	1	A1	703
2	2	A1	703
2	1	A1	704
2	2	A1	704
2	1	A1	705
2	2	A1	705
2	1	A1	706
2	2	A1	706
2	1	A1	707
2	2	A1	707
2	1	A1	708
2	2	A1	708
2	1	A1	709
2	2	A1	709
2	1	A1	710
2	2	A1	710
2	1	A1	711
2	2	A1	711
2	1	A1	712
2	2	A1	712
2	1	A1	713
2	2	A1	713
2	1	A1	714
2	2	A1	714
2	1	A1	715
2	2	A1	715
2	1	A1	716
2	2	A1	716
2	1	A1	717
2	2	A1	717
2	1	A1	718
2	2	A1	718
2	1	A1	719
2	2	A1	719
2	1	A1	720
2	2	A1	720
2	1	A1	721
2	2	A1	721
2	1	A1	722
2	2	A1	722
2	1	A1	723
2	2	A1	723
2	1	A1	724
2	2	A1	724
2	1	A1	725
2	2	A1	725
2	1	A1	726
2	2	A1	726
2	1	A1	727
2	2	A1	727
2	1	A1	728
2	2	A1	728
2	1	A1	729
2	2	A1	729
2	1	A1	730
2	2	A1	730
2	1	A1	731
2	2	A1	731
2	1	A1	732
2	2	A1	732
2	1	A1	733
2	2	A1	733
2	1	A1	734
2	2	A1	734
2	1	A1	735
2	2	A1	735
2	1	A1	736
2	2	A1	736
2	1	A1	737
2	2	A1	737
2	1	A1	738
2	2	A1	738
2	1	A1	739
2	2	A1	739
2	1	A1	740
2	2	A1	740
2	1	A1	741
2	2	A1	741
2	1	A1	742
2	2	A1	742
2	1	A1	743
2	2	A1	743
2	1	A1	744
2	2	A1	744
2	1	A1	745
2	2	A1	745
2	1	A1	746
2	2	A1	746
2	1	A1	747
2	2	A1	747
2	1	A1	748
2	2	A1	748
2	1	A1	749
2	2	A1	749
2	1	A1	750
2	2	A1	750
2	1	A1	751
2	2	A1	751
2	1	A1	752
2	2	A1	752
2	1	A1	753
2	2	A1	753
2	1	A1	754
2	2	A1	754
2	1	A1	755
2	2	A1	755
2	1	A1	756
2	2	A1	756
2	1	A1	757
2	2	A1	757
2	1	A1	758
2	2	A1	758
2	1	A1	759
2	2	A1	759
2	1	A1	760
2	2	A1	760
2	1	A1	761
2	2	A1	761
2	1	A1	762
2	2	A1	762
2	1	A1	763
2	2	A1	763
2	1	A1	764
2	2	A1	764
2	1	A1	765
2	2	A1	765
2	1	A1	766
2	2	A1	766
2	1	A1	767
2	2	A1	767
2	1	A1	768
2	2	A1	768
2	1	A1	769
2	2	A1	769
2	1	A1	770
2	2	A1	770
2	1	A1	771
2	2	A1	771
2	1	A1	772
2	2	A1	772
2	1	A1	773
2	2	A1	773
2	1	A1	774
2	2	A1	774
2	1	A1	775
2	2	A1	775
2	1	A1	776
