plate	round	well	tile
2	2	A1	776
2	1	A1	777
2	2	A1	777
2	1	A1	778
2	2	A1	778
2	1	A1	779
2	2	A1	779
2	1	A1	780
2	2	A1	780
2	1	A1	781
2	2	A1	781
2	1	A1	782
2	2	A1	782
2	1	A1	783
2	2	A1	783
2	1	A1	784
2	2	A1	784
2	1	A1	785
2	2	A1	785
2	1	A1	786
2	2	A1	786
2	1	A1	787
2	2	A1	787
2	1	A1	788
2	2	A1	788
2	1	A1	789
2	2	A1	789
2	1	A1	790
2	2	A1	790
2	1	A1	791
2	2	A1	791
2	1	A1	792
2	2	A1	792
2	1	A1	793
2	2	A1	793
2	1	A1	794
2	2	A1	794
2	1	A1	795
2	2	A1	795
2	1	A1	796
2	2	A1	796
2	1	A1	797
2	2	A1	797
2	1	A1	798
2	2	A1	798
2	1	A1	799
2	2	A1	799
2	1	A1	800
2	2	A1	800
2	1	A1	801
2	2	A1	801
2	1	A1	802
2	2	A1	802
2	1	A1	803
2	2	A1	803
2	1	A1	804
2	2	A1	804
2	1	A1	805
2	2	A1	805
2	1	A1	806
2	2	A1	806
2	1	A1	807
2	2	A1	807
2	1	A1	808
2	2	A1	808
2	1	A1	809
2	2	A1	809
2	1	A1	810
2	2	A1	810
2	1	A1	811
2	2	A1	811
2	1	A1	812
2	2	A1	812
2	1	A1	813
2	2	A1	813
2	1	A1	814
2	2	A1	814
2	1	A1	815
2	2	A1	815
2	1	A1	816
2	2	A1	816
2	1	A1	817
2	2	A1	817
2	1	A1	818
2	2	A1	818
2	1	A1	819
2	2	A1	819
2	1	A1	820
2	2	A1	820
2	1	A1	821
2	2	A1	821
2	1	A1	822
2	2	A1	822
2	1	A1	823
2	2	A1	823
2	1	A1	824
2	2	A1	824
2	1	A1	825
2	2	A1	825
2	1	A1	826
2	2	A1	826
2	1	A1	827
2	2	A1	827
2	1	A1	828
2	2	A1	828
2	1	A1	829
2	2	A1	829
2	1	A1	830
2	2	A1	830
2	1	A1	831
2	2	A1	831
2	1	A1	832
2	2	A1	832
2	1	A1	833
2	2	A1	833
2	1	A1	834
2	2	A1	834
2	1	A1	835
2	2	A1	835
2	1	A1	836
2	2	A1	836
2	1	A1	837
2	2	A1	837
2	1	A1	838
2	2	A1	838
2	1	A1	839
2	2	A1	839
2	1	A1	840
2	2	A1	840
2	1	A1	841
2	2	A1	841
2	1	A1	842
2	2	A1	842
2	1	A1	843
2	2	A1	843
2	1	A1	844
2	2	A1	844
2	1	A1	845
2	2	A1	845
2	1	A1	846
2	2	A1	846
2	1	A1	847
2	2	A1	847
2	1	A1	848
2	2	A1	848
2	1	A1	849
2	2	A1	849
2	1	A1	850
2	2	A1	850
2	1	A1	851
2	2	A1	851
2	1	A1	852
2	2	A1	852
2	1	A1	853
2	2	A1	853
2	1	A1	854
2	2	A1	854
2	1	A1	855
2	2	A1	855
2	1	A1	856
2	2	A1	856
2	1	A1	857
2	2	A1	857
2	1	A1	858
2	2	A1	858
2	1	A1	859
2	2	A1	859
2	1	A1	860
2	2	A1	860
2	1	A1	861
2	2	A1	861
2	1	A1	862
2	2	A1	862
2	1	A1	863
2	2	A1	863
2	1	A1	864
2	2	A1	864
2	1	A1	865
2	2	A1	865
2	1	A1	866
2	2	A1	866
2	1	A1	867
2	2	A1	867
2	1	A1	868
2	2	A1	868
2	1	A1	869
2	2	A1	869
2	1	A1	870
2	2	A1	870
2	1	A1	871
2	2	A1	871
2	1	A1	872
2	2	A1	872
2	1	A1	873
2	2	A1	873
2	1	A1	874
2	2	A1	874
2	1	A1	875
2	2	A1	875
2	1	A1	876
2	2	A1	876
2	1	A1	877
2	2	A1	877
2	1	A1	878
2	2	A1	878
2	1	A1	879
2	2	A1	879
2	1	A1	880
2	2	A1	880
2	1	A1	881
2	2	A1	881
2	1	A1	882
2	2	A1	882
2	1	A1	883
2	2	A1	883
2	1	A1	884
2	2	A1	884
2	1	A1	885
2	2	A1	885
2	1	A1	886
2	2	A1	886
2	1	A1	887
2	2	A1	887
2	1	A1	888
2	2	A1	888
2	1	A1	889
2	2	A1	889
2	1	A1	890
2	2	A1	890
2	1	A1	891
2	2	A1	891
2	1	A1	892
2	2	A1	892
2	1	A1	893
2	2	A1	893
2	1	A1	894
2	2	A1	894
2	1	A1	895
2	2	A1	895
2	1	A1	896
2	2	A1	896
2	1	A1	897
2	2	A1	897
2	1	A1	898
2	2	A1	898
2	1	A1	899
2	2	A1	899
2	1	A1	900
2	2	A1	900
2	1	A1	901
2	2	A1	901
2	1	A1	902
2	2	A1	902
2	1	A1	903
2	2	A1	903
2	1	A1	904
2	2	A1	904
2	1	A1	905
2	2	A1	905
2	1	A1	906
2	2	A1	906
2	1	A1	907
2	2	A1	907
2	1	A1	908
2	2	A1	908
2	1	A1	909
2	2	A1	909
2	1	A1	910
2	2	A1	910
2	1	A1	911
2	2	A1	911
2	1	A1	912
2	2	A1	912
2	1	A1	913
2	2	A1	913
2	1	A1	914
2	2	A1	914
2	1	A1	915
2	2	A1	915
2	1	A1	916
2	2	A1	916
2	1	A1	917
2	2	A1	917
2	1	A1	918
2	2	A1	918
2	1	A1	919
2	2	A1	919
2	1	A1	920
2	2	A1	920
2	1	A1	921
2	2	A1	921
2	1	A1	922
2	2	A1	922
2	1	A1	923
2	2	A1	923
2	1	A1	924
2	2	A1	924
2	1	A1	925
2	2	A1	925
2	1	A1	926
2	2	A1	926
2	1	A1	927
2	2	A1	927
2	1	A1	928
2	2	A1	928
2	1	A1	929
2	2	A1	929
2	1	A1	930
2	2	A1	930
2	1	A1	931
2	2	A1	931
2	1	A1	932
2	2	A1	932
2	1	A1	933
2	2	A1	933
2	1	A1	934
2	2	A1	934
2	1	A1	935
2	2	A1	935
2	1	A1	936
2	2	A1	936
2	1	A1	937
2	2	A1	937
2	1	A1	938
2	2	A1	938
2	1	A1	939
2	2	A1	939
2	1	A1	940
2	2	A1	940
2	1	A1	941
2	2	A1	941
2	1	A1	942
2	2	A1	942
2	1	A1	943
2	2	A1	943
2	1	A1	944
2	2	A1	944
2	1	A1	945
2	2	A1	945
2	1	A1	946
2	2	A1	946
2	1	A1	947
2	2	A1	947
2	1	A1	948
2	2	A1	948
2	1	A1	949
2	2	A1	949
2	1	A1	950
2	2	A1	950
2	1	A1	951
2	2	A1	951
2	1	A1	952
2	2	A1	952
2	1	A1	953
2	2	A1	953
2	1	A1	954
2	2	A1	954
2	1	A1	955
2	2	A1	955
2	1	A1	956
2	2	A1	956
2	1	A1	957
2	2	A1	957
2	1	A1	958
2	2	A1	958
2	1	A1	959
2	2	A1	959
2	1	A1	960
2	2	A1	960
2	1	A1	961
2	2	A1	961
2	1	A1	962
2	2	A1	962
2	1	A1	963
2	2	A1	963
2	1	A1	964
2	2	A1	964
2	1	A1	965
2	2	A1	965
2	1	A1	966
2	2	A1	966
2	1	A1	967
2	2	A1	967
2	1	A1	968
2	2	A1	968
2	1	A1	969
2	2	A1	969
2	1	A1	970
2	2	A1	970
2	1	A1	971
2	2	A1	971
2	1	A1	972
2	2	A1	972
2	1	A1	973
2	2	A1	973
2	1	A1	974
2	2	A1	974
2	1	A1	975
2	2	A1	975
2	1	A1	976
2	2	A1	976
2	1	A1	977
2	2	A1	977
2	1	A1	978
2	2	A1	978
2	1	A1	979
2	2	A1	979
2	1	A1	980
2	2	A1	980
2	1	A1	981
2	2	A1	981
2	1	A1	982
2	2	A1	982
2	1	A1	983
2	2	A1	983
2	1	A1	984
2	2	A1	984
2	1	A1	985
2	2	A1	985
2	1	A1	986
2	2	A1	986
2	1	A1	987
2	2	A1	987
2	1	A1	988
2	2	A1	988
2	1	A1	989
2	2	A1	989
2	1	A1	990
2	2	A1	990
2	1	A1	991
2	2	A1	991
2	1	A1	992
2	2	A1	992
2	1	A1	993
2	2	A1	993
2	1	A1	994
2	2	A1	994
2	1	A1	995
2	2	A1	995
2	1	A1	996
2	2	A1	996
2	1	A1	997
2	2	A1	997
2	1	A1	998
2	2	A1	998
2	1	A1	999
2	2	A1	999
2	1	A1	1000
2	2	A1	1000
2	1	A1	1001
2	2	A1	1001
2	1	A1	1002
2	2	A1	1002
2	1	A1	1003
2	2	A1	1003
2	1	A1	1004
2	2	A1	1004
2	1	A1	1005
2	2	A1	1005
2	1	A1	1006
2	2	A1	1006
2	1	A1	1007
2	2	A1	1007
2	1	A1	1008
2	2	A1	1008
2	1	A1	1009
2	2	A1	1009
2	1	A1	1010
2	2	A1	1010
2	1	A1	1011
2	2	A1	1011
2	1	A2	0
2	2	A2	0
2	1	A2	1
2	2	A2	1
2	1	A2	2
2	2	A2	2
2	1	A2	3
2	2	A2	3
2	1	A2	4
2	2	A2	4
2	1	A2	5
2	2	A2	5
2	1	A2	6
2	2	A2	6
2	1	A2	7
2	2	A2	7
2	1	A2	8
2	2	A2	8
2	1	A2	9
2	2	A2	9
2	1	A2	10
2	2	A2	10
2	1	A2	11
2	2	A2	11
2	1	A2	12
2	2	A2	12
2	1	A2	13
2	2	A2	13
2	1	A2	14
2	2	A2	14
2	1	A2	15
2	2	A2	15
2	1	A2	16
2	2	A2	16
2	1	A2	17
2	2	A2	17
2	1	A2	18
2	2	A2	18
2	1	A2	19
2	2	A2	19
2	1	A2	20
2	2	A2	20
2	1	A2	21
2	2	A2	21
2	1	A2	22
2	2	A2	22
2	1	A2	23
2	2	A2	23
2	1	A2	24
2	2	A2	24
2	1	A2	25
2	2	A2	25
2	1	A2	26
2	2	A2	26
2	1	A2	27
2	2	A2	27
2	1	A2	28
2	2	A2	28
2	1	A2	29
2	2	A2	29
2	1	A2	30
2	2	A2	30
2	1	A2	31
2	2	A2	31
2	1	A2	32
2	2	A2	32
2	1	A2	33
2	2	A2	33
2	1	A2	34
2	2	A2	34
2	1	A2	35
2	2	A2	35
2	1	A2	36
2	2	A2	36
2	1	A2	37
2	2	A2	37
2	1	A2	38
2	2	A2	38
2	1	A2	39
2	2	A2	39
2	1	A2	40
2	2	A2	40
2	1	A2	41
2	2	A2	41
2	1	A2	42
2	2	A2	42
2	1	A2	43
2	2	A2	43
2	1	A2	44
2	2	A2	44
2	1	A2	45
2	2	A2	45
2	1	A2	46
2	2	A2	46
2	1	A2	47
2	2	A2	47
2	1	A2	48
2	2	A2	48
2	1	A2	49
2	2	A2	49
2	1	A2	50
2	2	A2	50
2	1	A2	51
2	2	A2	51
2	1	A2	52
2	2	A2	52
2	1	A2	53
2	2	A2	53
2	1	A2	54
2	2	A2	54
2	1	A2	55
2	2	A2	55
2	1	A2	56
2	2	A2	56
2	1	A2	57
2	2	A2	57
2	1	A2	58
2	2	A2	58
2	1	A2	59
2	2	A2	59
2	1	A2	60
2	2	A2	60
2	1	A2	61
2	2	A2	61
2	1	A2	62
2	2	A2	62
2	1	A2	63
2	2	A2	63
2	1	A2	64
2	2	A2	64
2	1	A2	65
2	2	A2	65
2	1	A2	66
2	2	A2	66
2	1	A2	67
2	2	A2	67
2	1	A2	68
2	2	A2	68
2	1	A2	69
2	2	A2	69
2	1	A2	70
2	2	A2	70
2	1	A2	71
2	2	A2	71
2	1	A2	72
2	2	A2	72
2	1	A2	73
2	2	A2	73
2	1	A2	74
2	2	A2	74
2	1	A2	75
2	2	A2	75
2	1	A2	76
2	2	A2	76
2	1	A2	77
2	2	A2	77
2	1	A2	78
2	2	A2	78
2	1	A2	79
2	2	A2	79
2	1	A2	80
2	2	A2	80
2	1	A2	81
2	2	A2	81
2	1	A2	82
2	2	A2	82
2	1	A2	83
2	2	A2	83
2	1	A2	84
2	2	A2	84
2	1	A2	85
2	2	A2	85
2	1	A2	86
2	2	A2	86
2	1	A2	87
2	2	A2	87
2	1	A2	88
2	2	A2	88
2	1	A2	89
2	2	A2	89
2	1	A2	90
2	2	A2	90
2	1	A2	91
2	2	A2	91
2	1	A2	92
2	2	A2	92
2	1	A2	93
2	2	A2	93
2	1	A2	94
2	2	A2	94
2	1	A2	95
2	2	A2	95
2	1	A2	96
2	2	A2	96
2	1	A2	97
2	2	A2	97
2	1	A2	98
2	2	A2	98
2	1	A2	99
2	2	A2	99
2	1	A2	100
2	2	A2	100
2	1	A2	101
2	2	A2	101
2	1	A2	102
2	2	A2	102
2	1	A2	103
2	2	A2	103
2	1	A2	104
2	2	A2	104
2	1	A2	105
2	2	A2	105
2	1	A2	106
2	2	A2	106
2	1	A2	107
2	2	A2	107
2	1	A2	108
2	2	A2	108
2	1	A2	109
2	2	A2	109
2	1	A2	110
2	2	A2	110
2	1	A2	111
2	2	A2	111
2	1	A2	112
2	2	A2	112
2	1	A2	113
2	2	A2	113
2	1	A2	114
2	2	A2	114
2	1	A2	115
2	2	A2	115
2	1	A2	116
2	2	A2	116
2	1	A2	117
2	2	A2	117
2	1	A2	118
2	2	A2	118
2	1	A2	119
2	2	A2	119
2	1	A2	120
2	2	A2	120
2	1	A2	121
2	2	A2	121
2	1	A2	122
2	2	A2	122
2	1	A2	123
2	2	A2	123
2	1	A2	124
2	2	A2	124
2	1	A2	125
2	2	A2	125
2	1	A2	126
2	2	A2	126
2	1	A2	127
2	2	A2	127
2	1	A2	128
2	2	A2	128
2	1	A2	129
2	2	A2	129
2	1	A2	130
2	2	A2	130
2	1	A2	131
2	2	A2	131
2	1	A2	132
2	2	A2	132
2	1	A2	133
2	2	A2	133
2	1	A2	134
2	2	A2	134
2	1	A2	135
2	2	A2	135
2	1	A2	136
2	2	A2	136
2	1	A2	137
2	2	A2	137
2	1	A2	138
2	2	A2	138
2	1	A2	139
2	2	A2	139
2	1	A2	140
2	2	A2	140
2	1	A2	141
2	2	A2	141
2	1	A2	142
2	2	A2	142
2	1	A2	143
2	2	A2	143
2	1	A2	144
2	2	A2	144
2	1	A2	145
2	2	A2	145
2	1	A2	146
2	2	A2	146
2	1	A2	147
2	2	A2	147
2	1	A2	148
2	2	A2	148
2	1	A2	149
2	2	A2	149
2	1	A2	150
2	2	A2	150
2	1	A2	151
2	2	A2	151
2	1	A2	152
2	2	A2	152
2	1	A2	153
2	2	A2	153
2	1	A2	154
2	2	A2	154
2	1	A2	155
2	2	A2	155
2	1	A2	156
2	2	A2	156
2	1	A2	157
2	2	A2	157
2	1	A2	158
2	2	A2	158
2	1	A2	159
2	2	A2	159
2	1	A2	160
2	2	A2	160
2	1	A2	161
2	2	A2	161
2	1	A2	162
2	2	A2	162
2	1	A2	163
2	2	A2	163
2	1	A2	164
2	2	A2	164
2	1	A2	165
2	2	A2	165
2	1	A2	166
2	2	A2	166
2	1	A2	167
2	2	A2	167
2	1	A2	168
2	2	A2	168
2	1	A2	169
2	2	A2	169
2	1	A2	170
2	2	A2	170
2	1	A2	171
2	2	A2	171
2	1	A2	172
2	2	A2	172
2	1	A2	173
2	2	A2	173
2	1	A2	174
2	2	A2	174
2	1	A2	175
2	2	A2	175
2	1	A2	176
2	2	A2	176
2	1	A2	177
2	2	A2	177
2	1	A2	178
2	2	A2	178
2	1	A2	179
2	2	A2	179
2	1	A2	180
2	2	A2	180
2	1	A2	181
2	2	A2	181
2	1	A2	182
2	2	A2	182
2	1	A2	183
2	2	A2	183
2	1	A2	184
2	2	A2	184
2	1	A2	185
2	2	A2	185
2	1	A2	186
2	2	A2	186
2	1	A2	187
2	2	A2	187
2	1	A2	188
2	2	A2	188
2	1	A2	189
2	2	A2	189
2	1	A2	190
2	2	A2	190
2	1	A2	191
2	2	A2	191
2	1	A2	192
2	2	A2	192
2	1	A2	193
2	2	A2	193
2	1	A2	194
2	2	A2	194
2	1	A2	195
2	2	A2	195
2	1	A2	196
2	2	A2	196
2	1	A2	197
2	2	A2	197
2	1	A2	198
2	2	A2	198
2	1	A2	199
2	2	A2	199
2	1	A2	200
2	2	A2	200
2	1	A2	201
2	2	A2	201
2	1	A2	202
2	2	A2	202
2	1	A2	203
2	2	A2	203
2	1	A2	204
2	2	A2	204
2	1	A2	205
2	2	A2	205
2	1	A2	206
2	2	A2	206
2	1	A2	207
2	2	A2	207
2	1	A2	208
2	2	A2	208
2	1	A2	209
2	2	A2	209
2	1	A2	210
2	2	A2	210
2	1	A2	211
2	2	A2	211
2	1	A2	212
2	2	A2	212
2	1	A2	213
2	2	A2	213
2	1	A2	214
2	2	A2	214
2	1	A2	215
2	2	A2	215
2	1	A2	216
2	2	A2	216
2	1	A2	217
2	2	A2	217
2	1	A2	218
2	2	A2	218
2	1	A2	219
2	2	A2	219
2	1	A2	220
2	2	A2	220
2	1	A2	221
2	2	A2	221
2	1	A2	222
2	2	A2	222
2	1	A2	223
2	2	A2	223
2	1	A2	224
2	2	A2	224
2	1	A2	225
2	2	A2	225
2	1	A2	226
2	2	A2	226
2	1	A2	227
2	2	A2	227
2	1	A2	228
2	2	A2	228
2	1	A2	229
2	2	A2	229
2	1	A2	230
2	2	A2	230
2	1	A2	231
2	2	A2	231
2	1	A2	232
2	2	A2	232
2	1	A2	233
2	2	A2	233
2	1	A2	234
2	2	A2	234
2	1	A2	235
2	2	A2	235
2	1	A2	236
2	2	A2	236
2	1	A2	237
2	2	A2	237
2	1	A2	238
2	2	A2	238
2	1	A2	239
2	2	A2	239
2	1	A2	240
2	2	A2	240
2	1	A2	241
2	2	A2	241
2	1	A2	242
2	2	A2	242
2	1	A2	243
2	2	A2	243
2	1	A2	244
2	2	A2	244
2	1	A2	245
2	2	A2	245
2	1	A2	246
2	2	A2	246
2	1	A2	247
2	2	A2	247
2	1	A2	248
2	2	A2	248
2	1	A2	249
2	2	A2	249
2	1	A2	250
2	2	A2	250
2	1	A2	251
2	2	A2	251
2	1	A2	252
2	2	A2	252
2	1	A2	253
2	2	A2	253
2	1	A2	254
2	2	A2	254
2	1	A2	255
2	2	A2	255
2	1	A2	256
2	2	A2	256
2	1	A2	257
2	2	A2	257
2	1	A2	258
2	2	A2	258
2	1	A2	259
2	2	A2	259
2	1	A2	260
2	2	A2	260
2	1	A2	261
2	2	A2	261
2	1	A2	262
2	2	A2	262
2	1	A2	263
2	2	A2	263
2	1	A2	264
2	2	A2	264
2	1	A2	265
2	2	A2	265
2	1	A2	266
2	2	A2	266
2	1	A2	267
2	2	A2	267
2	1	A2	268
2	2	A2	268
2	1	A2	269
2	2	A2	269
2	1	A2	270
2	2	A2	270
2	1	A2	271
2	2	A2	271
2	1	A2	272
2	2	A2	272
2	1	A2	273
2	2	A2	273
2	1	A2	274
2	2	A2	274
2	1	A2	275
2	2	A2	275
2	1	A2	276
2	2	A2	276
2	1	A2	277
2	2	A2	277
2	1	A2	278
2	2	A2	278
2	1	A2	279
2	2	A2	279
2	1	A2	280
2	2	A2	280
2	1	A2	281
2	2	A2	281
2	1	A2	282
2	2	A2	282
2	1	A2	283
2	2	A2	283
2	1	A2	284
2	2	A2	284
2	1	A2	285
2	2	A2	285
2	1	A2	286
2	2	A2	286
2	1	A2	287
2	2	A2	287
2	1	A2	288
2	2	A2	288
2	1	A2	289
2	2	A2	289
2	1	A2	290
2	2	A2	290
2	1	A2	291
2	2	A2	291
2	1	A2	292
2	2	A2	292
2	1	A2	293
2	2	A2	293
2	1	A2	294
2	2	A2	294
2	1	A2	295
2	2	A2	295
2	1	A2	296
2	2	A2	296
2	1	A2	297
2	2	A2	297
2	1	A2	298
2	2	A2	298
2	1	A2	299
2	2	A2	299
2	1	A2	300
2	2	A2	300
2	1	A2	301
2	2	A2	301
2	1	A2	302
2	2	A2	302
2	1	A2	303
2	2	A2	303
2	1	A2	304
2	2	A2	304
2	1	A2	305
2	2	A2	305
2	1	A2	306
2	2	A2	306
2	1	A2	307
2	2	A2	307
2	1	A2	308
2	2	A2	308
2	1	A2	309
2	2	A2	309
2	1	A2	310
2	2	A2	310
2	1	A2	311
2	2	A2	311
2	1	A2	312
2	2	A2	312
2	1	A2	313
2	2	A2	313
2	1	A2	314
2	2	A2	314
2	1	A2	315
2	2	A2	315
2	1	A2	316
2	2	A2	316
2	1	A2	317
2	2	A2	317
2	1	A2	318
2	2	A2	318
2	1	A2	319
2	2	A2	319
2	1	A2	320
2	2	A2	320
2	1	A2	321
2	2	A2	321
2	1	A2	322
2	2	A2	322
2	1	A2	323
2	2	A2	323
2	1	A2	324
2	2	A2	324
2	1	A2	325
2	2	A2	325
2	1	A2	326
2	2	A2	326
2	1	A2	327
2	2	A2	327
2	1	A2	328
2	2	A2	328
2	1	A2	329
2	2	A2	329
2	1	A2	330
2	2	A2	330
2	1	A2	331
2	2	A2	331
2	1	A2	332
2	2	A2	332
2	1	A2	333
2	2	A2	333
2	1	A2	334
2	2	A2	334
2	1	A2	335
2	2	A2	335
2	1	A2	336
2	2	A2	336
2	1	A2	337
2	2	A2	337
2	1	A2	338
2	2	A2	338
2	1	A2	339
2	2	A2	339
2	1	A2	340
2	2	A2	340
2	1	A2	341
2	2	A2	341
2	1	A2	342
2	2	A2	342
2	1	A2	343
2	2	A2	343
2	1	A2	344
2	2	A2	344
2	1	A2	345
2	2	A2	345
2	1	A2	346
2	2	A2	346
2	1	A2	347
2	2	A2	347
2	1	A2	348
2	2	A2	348
2	1	A2	349
2	2	A2	349
2	1	A2	350
2	2	A2	350
2	1	A2	351
2	2	A2	351
2	1	A2	352
2	2	A2	352
2	1	A2	353
2	2	A2	353
2	1	A2	354
2	2	A2	354
2	1	A2	355
2	2	A2	355
2	1	A2	356
2	2	A2	356
2	1	A2	357
2	2	A2	357
2	1	A2	358
2	2	A2	358
2	1	A2	359
2	2	A2	359
2	1	A2	360
2	2	A2	360
2	1	A2	361
2	2	A2	361
2	1	A2	362
2	2	A2	362
2	1	A2	363
2	2	A2	363
2	1	A2	364
2	2	A2	364
2	1	A2	365
2	2	A2	365
2	1	A2	366
2	2	A2	366
2	1	A2	367
2	2	A2	367
2	1	A2	368
2	2	A2	368
2	1	A2	369
2	2	A2	369
2	1	A2	370
2	2	A2	370
2	1	A2	371
2	2	A2	371
2	1	A2	372
2	2	A2	372
2	1	A2	373
2	2	A2	373
2	1	A2	374
2	2	A2	374
2	1	A2	375
2	2	A2	375
2	1	A2	376
2	2	A2	376
2	1	A2	377
2	2	A2	377
2	1	A2	378
2	2	A2	378
2	1	A2	379
2	2	A2	379
2	1	A2	380
2	2	A2	380
2	1	A2	381
2	2	A2	381
2	1	A2	382
2	2	A2	382
2	1	A2	383
2	2	A2	383
2	1	A2	384
2	2	A2	384
2	1	A2	385
2	2	A2	385
2	1	A2	386
2	2	A2	386
2	1	A2	387
2	2	A2	387
2	1	A2	388
2	2	A2	388
2	1	A2	389
2	2	A2	389
2	1	A2	390
2	2	A2	390
2	1	A2	391
2	2	A2	391
2	1	A2	392
2	2	A2	392
2	1	A2	393
2	2	A2	393
2	1	A2	394
2	2	A2	394
2	1	A2	395
2	2	A2	395
2	1	A2	396
2	2	A2	396
2	1	A2	397
2	2	A2	397
2	1	A2	398
2	2	A2	398
2	1	A2	399
2	2	A2	399
2	1	A2	400
2	2	A2	400
2	1	A2	401
2	2	A2	401
2	1	A2	402
2	2	A2	402
2	1	A2	403
2	2	A2	403
2	1	A2	404
2	2	A2	404
2	1	A2	405
2	2	A2	405
2	1	A2	406
2	2	A2	406
2	1	A2	407
2	2	A2	407
2	1	A2	408
2	2	A2	408
2	1	A2	409
2	2	A2	409
2	1	A2	410
2	2	A2	410
2	1	A2	411
2	2	A2	411
2	1	A2	412
2	2	A2	412
2	1	A2	413
2	2	A2	413
2	1	A2	414
2	2	A2	414
2	1	A2	415
2	2	A2	415
2	1	A2	416
2	2	A2	416
2	1	A2	417
2	2	A2	417
2	1	A2	418
2	2	A2	418
2	1	A2	419
2	2	A2	419
2	1	A2	420
2	2	A2	420
2	1	A2	421
2	2	A2	421
2	1	A2	422
2	2	A2	422
2	1	A2	423
2	2	A2	423
2	1	A2	424
2	2	A2	424
2	1	A2	425
2	2	A2	425
2	1	A2	426
2	2	A2	426
2	1	A2	427
2	2	A2	427
2	1	A2	428
2	2	A2	428
2	1	A2	429
2	2	A2	429
2	1	A2	430
2	2	A2	430
2	1	A2	431
2	2	A2	431
2	1	A2	432
2	2	A2	432
2	1	A2	433
2	2	A2	433
2	1	A2	434
2	2	A2	434
2	1	A2	435
2	2	A2	435
2	1	A2	436
2	2	A2	436
2	1	A2	437
2	2	A2	437
2	1	A2	438
2	2	A2	438
2	1	A2	439
2	2	A2	439
2	1	A2	440
2	2	A2	440
2	1	A2	441
2	2	A2	441
2	1	A2	442
2	2	A2	442
2	1	A2	443
2	2	A2	443
2	1	A2	444
2	2	A2	444
2	1	A2	445
2	2	A2	445
2	1	A2	446
2	2	A2	446
2	1	A2	447
2	2	A2	447
2	1	A2	448
2	2	A2	448
2	1	A2	449
2	2	A2	449
2	1	A2	450
2	2	A2	450
2	1	A2	451
2	2	A2	451
2	1	A2	452
2	2	A2	452
2	1	A2	453
2	2	A2	453
2	1	A2	454
2	2	A2	454
2	1	A2	455
2	2	A2	455
2	1	A2	456
2	2	A2	456
2	1	A2	457
2	2	A2	457
2	1	A2	458
2	2	A2	458
2	1	A2	459
2	2	A2	459
2	1	A2	460
2	2	A2	460
2	1	A2	461
2	2	A2	461
2	1	A2	462
2	2	A2	462
2	1	A2	463
2	2	A2	463
2	1	A2	464
2	2	A2	464
2	1	A2	465
2	2	A2	465
2	1	A2	466
2	2	A2	466
2	1	A2	467
2	2	A2	467
2	1	A2	468
2	2	A2	468
2	1	A2	469
2	2	A2	469
2	1	A2	470
2	2	A2	470
2	1	A2	471
2	2	A2	471
2	1	A2	472
2	2	A2	472
2	1	A2	473
2	2	A2	473
2	1	A2	474
2	2	A2	474
2	1	A2	475
2	2	A2	475
2	1	A2	476
2	2	A2	476
2	1	A2	477
2	2	A2	477
2	1	A2	478
2	2	A2	478
2	1	A2	479
2	2	A2	479
2	1	A2	480
2	2	A2	480
2	1	A2	481
2	2	A2	481
2	1	A2	482
2	2	A2	482
2	1	A2	483
2	2	A2	483
2	1	A2	484
2	2	A2	484
2	1	A2	485
2	2	A2	485
2	1	A2	486
2	2	A2	486
2	1	A2	487
2	2	A2	487
2	1	A2	488
2	2	A2	488
2	1	A2	489
2	2	A2	489
2	1	A2	490
2	2	A2	490
2	1	A2	491
2	2	A2	491
2	1	A2	492
2	2	A2	492
2	1	A2	493
2	2	A2	493
2	1	A2	494
2	2	A2	494
2	1	A2	495
2	2	A2	495
2	1	A2	496
2	2	A2	496
2	1	A2	497
2	2	A2	497
2	1	A2	498
2	2	A2	498
2	1	A2	499
2	2	A2	499
2	1	A2	500
2	2	A2	500
2	1	A2	501
2	2	A2	501
2	1	A2	502
2	2	A2	502
2	1	A2	503
2	2	A2	503
2	1	A2	504
2	2	A2	504
2	1	A2	505
2	2	A2	505
2	1	A2	506
2	2	A2	506
2	1	A2	507
2	2	A2	507
2	1	A2	508
2	2	A2	508
2	1	A2	509
2	2	A2	509
2	1	A2	510
2	2	A2	510
2	1	A2	511
2	2	A2	511
2	1	A2	512
2	2	A2	512
2	1	A2	513
2	2	A2	513
2	1	A2	514
2	2	A2	514
2	1	A2	515
2	2	A2	515
2	1	A2	516
2	2	A2	516
2	1	A2	517
2	2	A2	517
2	1	A2	518
2	2	A2	518
2	1	A2	519
2	2	A2	519
2	1	A2	520
2	2	A2	520
2	1	A2	521
2	2	A2	521
2	1	A2	522
2	2	A2	522
2	1	A2	523
2	2	A2	523
2	1	A2	524
2	2	A2	524
2	1	A2	525
2	2	A2	525
2	1	A2	526
2	2	A2	526
2	1	A2	527
2	2	A2	527
2	1	A2	528
2	2	A2	528
2	1	A2	529
2	2	A2	529
2	1	A2	530
2	2	A2	530
2	1	A2	531
2	2	A2	531
2	1	A2	532
2	2	A2	532
2	1	A2	533
2	2	A2	533
2	1	A2	534
2	2	A2	534
2	1	A2	535
2	2	A2	535
2	1	A2	536
2	2	A2	536
2	1	A2	537
2	2	A2	537
2	1	A2	538
2	2	A2	538
2	1	A2	539
2	2	A2	539
